chr	sp	fish	MinCov	MaxCov	AverCov	SDCov
LR778266.1	C.albellus	BRZ041	6	2222.96	67.454977276964	83.4741630974377
LR778267.1	C.albellus	BRZ041	6	882.416	66.4439889963724	65.5575000946482
LR778268.1	C.albellus	BRZ041	6	367.867	65.4243717759721	62.0045508934336
LR778269.1	C.albellus	BRZ041	6	491.387	68.4777772065064	63.8544388445383
LR778270.1	C.albellus	BRZ041	6	748.777	69.7107243376463	70.1220521400873
LR778271.1	C.albellus	BRZ041	6	1731.62	65.9432302331606	71.5350808783212
LR778272.1	C.albellus	BRZ041	6	326.442	67.8373710464466	61.3464727706423
LR778273.1	C.albellus	BRZ041	6	450.855	66.8015570814908	61.5228392072258
LR778274.1	C.albellus	BRZ041	6	1154.1	100.868185567699	118.151440253243
LR778275.1	C.albellus	BRZ041	6	594.971	66.9389335441453	64.5412237489776
LR778276.1	C.albellus	BRZ041	6	324.762	65.1292508502538	59.943012836048
LR778277.1	C.albellus	BRZ041	6	577.589	68.5118996840026	66.2533808579593
LR778278.1	C.albellus	BRZ041	6	580.703	65.0684432540676	62.3377265779516
LR778279.1	C.albellus	BRZ041	6	289.497	65.030216957377	60.9632665286335
LR778280.1	C.albellus	BRZ041	6	720.749	79.9000725326371	90.2029426447265
LR778281.1	C.albellus	BRZ041	6	1743.7	66.8229266962587	74.6127580643218
LR778282.1	C.albellus	BRZ041	6	1290.69	66.0159303879599	68.4390757599163
LR778283.1	C.albellus	BRZ041	6	460.049	64.2956352089832	60.5423295022464
LR778284.1	C.albellus	BRZ041	6	1417.17	95.3163201525659	115.742784374363
LR778285.1	C.albellus	BRZ041	6	663.285	66.6541526958525	62.7664112831066
LR778286.1	C.albellus	BRZ041	6	1172.53	64.0965984260731	70.6979855138555
LR778287.1	C.albellus	BRZ041	6	534.809	76.129332437037	82.0736769370211
LR778288.1	C.albellus	BRZ041	6	469.938	68.997573137103	62.772497128153
LR778289.1	C.albellus	BRZ041	6	432.853	71.3516769590223	69.8465405722259
LR778290.1	C.albellus	BRZ041	6	1559.08	94.1702872437811	121.035484016691
LR778291.1	C.albellus	BRZ041	6	529.523	65.7481462046205	63.4643532855816
LR778292.1	C.albellus	BRZ041	6	188.052	67.8272543243243	56.8046483643453
LR778253.1	C.albellus	BRZ068	6	2949.67	73.7083914248366	89.443665389196
LR778254.1	C.albellus	BRZ068	6	292.862	65.9406670222222	62.7449308665859
LR778255.1	C.albellus	BRZ068	6	316.552	66.8216139479554	62.8964527262016
LR778256.1	C.albellus	BRZ068	6	593.049	73.4144809474805	74.6730933695281
LR778257.1	C.albellus	BRZ068	6	926.353	68.9485451575092	73.0208056690175
LR778258.1	C.albellus	BRZ068	6	471.579	69.9032153104456	65.5862062915233
LR778259.1	C.albellus	BRZ068	6	697.182	69.112151166989	68.6415628359792
LR778260.1	C.albellus	BRZ068	6	591.534	70.3052089493611	67.4517741238004
LR778261.1	C.albellus	BRZ068	6	2004.89	71.639743113164	76.1973652345864
LR778262.1	C.albellus	BRZ068	6	325.573	67.6364344087137	62.2484546190838
LR778263.1	C.albellus	BRZ068	6	293.722	69.4642327918056	64.1087888825085
LR778264.1	C.albellus	BRZ068	6	569	68.5655629759093	66.7480989007197
LR778265.1	C.albellus	BRZ068	6	1927.84	71.0288817492417	76.5958558111929
LR778266.1	C.albellus	BRZ068	6	2320.36	71.841078420712	86.7827782016661
LR778267.1	C.albellus	BRZ068	6	1087	69.1825849095155	70.1376453658299
LR778268.1	C.albellus	BRZ068	6	460	71.0391980523918	66.7156659290585
LR778269.1	C.albellus	BRZ068	6	507.166	71.586499114514	69.6472159726451
LR778270.1	C.albellus	BRZ068	6	974.385	72.0927158630778	74.9845227600834
LR778271.1	C.albellus	BRZ068	6	1380.71	68.6676908663366	70.3748709585006
LR778272.1	C.albellus	BRZ068	6	278.946	71.3749974449812	65.1817696989716
LR778273.1	C.albellus	BRZ068	6	840.353	69.0994087031529	66.5955191431847
LR778274.1	C.albellus	BRZ068	6	1000.71	100.960542022472	121.394702724338
LR778275.1	C.albellus	BRZ068	6	591.642	70.2943048999394	67.7370667181208
LR778276.1	C.albellus	BRZ068	6	550.931	68.9934758929645	65.5491181658734
LR778277.1	C.albellus	BRZ068	6	392.73	70.0250916066997	66.3889067517094
LR778278.1	C.albellus	BRZ068	6	711.251	70.3434549048496	66.1585464379574
LR778279.1	C.albellus	BRZ068	6	343.677	68.7687541131596	64.1397839020607
LR778280.1	C.albellus	BRZ068	6	629.594	81.8029869278607	92.3295490838852
LR778281.1	C.albellus	BRZ068	6	2280.72	69.7839186784409	84.051261842086
LR778282.1	C.albellus	BRZ068	6	821.096	69.7961011528662	67.3848107673656
LR778283.1	C.albellus	BRZ068	6	727.544	68.5832362673088	65.0646609790876
LR778284.1	C.albellus	BRZ068	6	1856.73	96.7404396153846	121.080512246856
LR778285.1	C.albellus	BRZ068	6	471.979	68.9689528344179	64.3836353267066
LR778286.1	C.albellus	BRZ068	6	1125.07	68.1053770290965	73.6313960228987
LR778287.1	C.albellus	BRZ068	6	570.237	77.3949168229531	83.9483642471986
LR778288.1	C.albellus	BRZ068	6	285.678	70.5583810553506	64.1194756877165
LR778289.1	C.albellus	BRZ068	6	476.929	76.2118715664336	75.5014166554822
LR778290.1	C.albellus	BRZ068	6	1676.65	95.8145702057998	128.1849861232
LR778291.1	C.albellus	BRZ068	6	618.958	69.5748780230126	71.7631838879308
LR778292.1	C.albellus	BRZ068	6	247.371	66.0483537777778	65.3538244528782
LR778253.1	C.albellus	BRZ070	6	2419.75	79.8314013740458	92.0256940391852
LR778254.1	C.albellus	BRZ070	6	377.856	73.1403527471751	76.8773005811096
LR778255.1	C.albellus	BRZ070	6	397.184	73.3844259042928	76.1708262931826
LR778256.1	C.albellus	BRZ070	6	733.447	78.5795953006536	90.4899139634718
LR778257.1	C.albellus	BRZ070	6	552.325	74.8661113812155	80.1817971455188
LR778258.1	C.albellus	BRZ070	6	556.93	75.1244461309926	79.4592277596821
LR778259.1	C.albellus	BRZ070	6	496.843	75.1901997122725	83.5924494144127
LR778260.1	C.albellus	BRZ070	6	487.834	77.6240258296164	80.9664223349285
LR778261.1	C.albellus	BRZ070	6	1890.55	78.0568522479623	86.9231922854321
LR778262.1	C.albellus	BRZ070	6	367.337	73.9251986524479	76.4823383879479
LR778263.1	C.albellus	BRZ070	6	470.925	77.8108013422222	79.8819923132499
LR778264.1	C.albellus	BRZ070	6	463.174	75.3958700406872	79.4320850079859
LR778265.1	C.albellus	BRZ070	6	1065.71	78.1583781966427	80.7750549207535
LR778266.1	C.albellus	BRZ070	6	3247	78.4518697409639	112.041724105888
LR778267.1	C.albellus	BRZ070	6	1007.94	74.064341779661	81.9222339850446
LR778268.1	C.albellus	BRZ070	6	406.094	75.3252053229167	79.6693174624155
LR778269.1	C.albellus	BRZ070	6	807.129	78.1813858003766	84.4125431791164
LR778270.1	C.albellus	BRZ070	6	489.944	78.3152045319383	82.5521647657021
LR778271.1	C.albellus	BRZ070	6	874.414	75.560145002318	80.2819102292142
LR778272.1	C.albellus	BRZ070	6	462.948	78.4412653553299	79.7204695185092
LR778273.1	C.albellus	BRZ070	6	556.116	76.6501625606317	79.2894713701615
LR778274.1	C.albellus	BRZ070	6	1048.51	101.405672473971	135.512927598303
LR778275.1	C.albellus	BRZ070	6	927.753	79.7272117004049	85.7372348768677
LR778276.1	C.albellus	BRZ070	6	658.184	75.2274683941606	79.6189799904822
LR778277.1	C.albellus	BRZ070	6	637.574	76.9236575674092	81.3102020657106
LR778278.1	C.albellus	BRZ070	6	465.521	74.4250628628571	77.9564099556822
LR778279.1	C.albellus	BRZ070	6	465.356	76.4989695111648	78.893791439434
LR778280.1	C.albellus	BRZ070	6	683.088	82.1890076379218	106.870270689273
LR778281.1	C.albellus	BRZ070	6	3721.41	77.328422739331	117.550822909337
LR778282.1	C.albellus	BRZ070	6	867.167	74.9351936932153	80.6303117902555
LR778283.1	C.albellus	BRZ070	6	503.479	75.3194697283531	78.3604053729399
LR778284.1	C.albellus	BRZ070	6	1129.03	96.5114165532627	132.988563739042
LR778285.1	C.albellus	BRZ070	6	579.389	75.3769287012987	77.9189572526452
LR778286.1	C.albellus	BRZ070	6	2481.24	76.48043875	107.186781934681
LR778287.1	C.albellus	BRZ070	6	708.852	79.9842973674361	98.9642835864041
LR778288.1	C.albellus	BRZ070	6	395.915	79.8930465734266	80.4709988002146
LR778289.1	C.albellus	BRZ070	6	566.137	80.7511939372599	89.5188567200443
LR778290.1	C.albellus	BRZ070	6	1988.05	97.0678064389068	147.184824589352
LR778291.1	C.albellus	BRZ070	6	417.294	73.1511783988212	79.3362477408042
LR778292.1	C.albellus	BRZ070	6	282.112	76.5277637777778	78.6270683986137
LR778253.1	C.albellus	BRZ071	6	1437.86	43.0310129078762	48.1279910774414
LR778254.1	C.albellus	BRZ071	6	210.009	38.2497975160256	37.4328602465061
LR778255.1	C.albellus	BRZ071	6	267.442	40.1842549917081	37.447993699044
LR778256.1	C.albellus	BRZ071	6	397.144	42.742643393597	45.8978298219397
LR778257.1	C.albellus	BRZ071	6	265.487	39.5371372213501	39.6852086474934
LR778258.1	C.albellus	BRZ071	6	215.109	41.5954002875399	39.5083183212251
LR778259.1	C.albellus	BRZ071	6	309.985	40.8805199931741	41.955113824102
LR778260.1	C.albellus	BRZ071	6	333.531	42.5101818937049	41.8766511945252
LR778261.1	C.albellus	BRZ071	6	2012.39	42.9394441439206	58.6883380715626
LR778262.1	C.albellus	BRZ071	6	202.716	39.8667833258679	37.003295381498
LR778263.1	C.albellus	BRZ071	6	231.469	42.360769395691	39.64120218143
LR778264.1	C.albellus	BRZ071	6	228.238	40.3126835018051	39.7285224696002
LR778265.1	C.albellus	BRZ071	6	1078.5	42.4696220166667	46.0769049006411
LR778266.1	C.albellus	BRZ071	6	2199.75	43.612634241573	70.1516387287563
LR778267.1	C.albellus	BRZ071	6	388.692	40.3349283820784	40.6009761314743
LR778268.1	C.albellus	BRZ071	6	237.663	42.1582772051597	40.6107971766145
LR778269.1	C.albellus	BRZ071	6	369.982	42.6128137326516	41.5472425288841
LR778270.1	C.albellus	BRZ071	6	318.918	41.5088030676787	40.355984670831
LR778271.1	C.albellus	BRZ071	6	591.872	41.7377526996198	41.0326901517275
LR778272.1	C.albellus	BRZ071	6	220.692	41.8504078558977	39.4381784748851
LR778273.1	C.albellus	BRZ071	6	201.388	41.0349849703752	37.5225111444481
LR778274.1	C.albellus	BRZ071	6	586.234	55.9492881568843	71.1183355685393
LR778275.1	C.albellus	BRZ071	6	332.994	41.2556577258168	41.1499774745669
LR778276.1	C.albellus	BRZ071	6	479.903	41.5967949281984	41.1413577974501
LR778277.1	C.albellus	BRZ071	6	328.662	41.7105938219545	40.7784858839798
LR778278.1	C.albellus	BRZ071	6	199.367	40.7253216172507	37.599387327421
LR778279.1	C.albellus	BRZ071	6	256.069	41.3300858688067	39.2635378974973
LR778280.1	C.albellus	BRZ071	6	353.394	46.2899426477987	54.5872864910138
LR778281.1	C.albellus	BRZ071	6	1342.72	41.6894187826087	51.732586615633
LR778282.1	C.albellus	BRZ071	6	544.211	40.407121367054	40.8825375455777
LR778283.1	C.albellus	BRZ071	6	218.032	40.8729852933421	39.1061815606666
LR778284.1	C.albellus	BRZ071	6	473.957	51.7504119206549	64.6707697016788
LR778285.1	C.albellus	BRZ071	6	201.383	42.1569982805071	39.2280878137749
LR778286.1	C.albellus	BRZ071	6	811.589	41.6566379095563	46.4617616750713
LR778287.1	C.albellus	BRZ071	6	473.544	44.0650292450037	48.7451272064965
LR778288.1	C.albellus	BRZ071	6	208.656	42.4644768625894	38.8467259938949
LR778289.1	C.albellus	BRZ071	6	269.29	44.4378902744807	44.6026306697051
LR778290.1	C.albellus	BRZ071	6	1072.13	53.5540972752809	74.4437884834491
LR778291.1	C.albellus	BRZ071	6	240.444	40.4125756036446	39.8012622541559
LR778292.1	C.albellus	BRZ071	6	190.615	42.905222972973	40.7882219559662
LR778253.1	C.alpinus	THU182	6	1938.15	75.4223926016765	77.5373008434901
LR778254.1	C.alpinus	THU182	6	369.829	68.9420231276596	64.5927803739842
LR778255.1	C.alpinus	THU182	6	339.709	68.136009958159	63.9160710790176
LR778256.1	C.alpinus	THU182	6	555.4	74.8955995546693	76.0484168663332
LR778257.1	C.alpinus	THU182	6	491.268	71.3600793863319	68.4063028117349
LR778258.1	C.alpinus	THU182	6	588.714	69.3465055983773	65.4272544124168
LR778259.1	C.alpinus	THU182	6	789.019	70.715751042654	70.7794890996245
LR778260.1	C.alpinus	THU182	6	682.096	72.0886350776053	68.6663542829533
LR778261.1	C.alpinus	THU182	6	2168.22	71.5561370892019	77.515556287941
LR778262.1	C.alpinus	THU182	6	332.448	71.0935595556641	65.4590952406499
LR778263.1	C.alpinus	THU182	6	423.842	72.7596124511141	66.8045919557944
LR778264.1	C.alpinus	THU182	6	637.614	70.3955643022222	67.5590538298071
LR778265.1	C.alpinus	THU182	6	1302.01	72.4615518465909	71.2314133996689
LR778266.1	C.alpinus	THU182	6	3224.73	74.5748942206235	103.332243773851
LR778267.1	C.alpinus	THU182	6	1219.9	70.7468825270563	73.8038416204256
LR778268.1	C.alpinus	THU182	6	538.27	70.828299614561	66.0570488134124
LR778269.1	C.alpinus	THU182	6	549.453	73.9732136415094	70.9032486074895
LR778270.1	C.alpinus	THU182	6	1287.92	75.4940298226164	81.2813847872155
LR778271.1	C.alpinus	THU182	6	1432.96	71.0210255941757	71.3998644153845
LR778272.1	C.alpinus	THU182	6	343.129	73.46001640553	65.8737371385659
LR778273.1	C.alpinus	THU182	6	315.192	69.3661399212598	64.6821941820446
LR778274.1	C.alpinus	THU182	6	954.335	107.020763057671	125.759113625843
LR778275.1	C.alpinus	THU182	6	540.468	71.0415481543624	68.0039030473653
LR778276.1	C.alpinus	THU182	6	464.253	71.2860329272517	65.4949416204791
LR778277.1	C.alpinus	THU182	6	475.995	73.5606088438617	68.5443988860192
LR778278.1	C.alpinus	THU182	6	862.299	72.3328722870478	68.302957715659
LR778279.1	C.alpinus	THU182	6	474.947	69.1539665934066	65.7704405115782
LR778280.1	C.alpinus	THU182	6	763.731	83.0980391757925	96.4334601757808
LR778281.1	C.alpinus	THU182	6	2110.81	70.9333650856164	81.8016383369451
LR778282.1	C.alpinus	THU182	6	928.873	71.3994942344498	68.576216209689
LR778283.1	C.alpinus	THU182	6	519.258	69.3463903072626	65.9684693003752
LR778284.1	C.alpinus	THU182	6	1337.06	100.260912050649	118.400670124698
LR778285.1	C.alpinus	THU182	6	366.045	71.6852078420694	66.0539287306845
LR778286.1	C.alpinus	THU182	6	847.519	70.7132220071942	74.8174751580753
LR778287.1	C.alpinus	THU182	6	814.562	82.463860353501	88.3528881124254
LR778288.1	C.alpinus	THU182	6	930.477	74.711876034965	71.4283519152177
LR778289.1	C.alpinus	THU182	6	521.387	76.7904925097784	76.2948176764508
LR778290.1	C.alpinus	THU182	6	2259.53	97.9644594898857	139.898485156805
LR778291.1	C.alpinus	THU182	6	847.629	72.7945992779426	75.9704571327295
LR778292.1	C.alpinus	THU182	7.99291	224.105	73.7820556097561	64.4452201413349
LR778253.1	C.alpinus	BRZ044	6	1752.5	57.0084986482759	58.9955448427178
LR778254.1	C.alpinus	BRZ044	6	424.601	53.1036351481185	47.2392838429257
LR778255.1	C.alpinus	BRZ044	6	216.704	53.0910251442308	44.9707995174743
LR778256.1	C.alpinus	BRZ044	6	350.789	58.1360183897983	53.3382190975032
LR778257.1	C.alpinus	BRZ044	6	389.128	54.63726352	47.4756256998077
LR778258.1	C.alpinus	BRZ044	6	217.289	53.9872233385214	45.6825462984797
LR778259.1	C.alpinus	BRZ044	6	621.951	54.1133606523201	50.7499098485573
LR778260.1	C.alpinus	BRZ044	6	318.252	54.610897760364	46.279052442709
LR778261.1	C.alpinus	BRZ044	6	1872.21	56.7285167495127	60.2877255627393
LR778262.1	C.alpinus	BRZ044	6	215.225	54.2880709661299	44.6598615314856
LR778263.1	C.alpinus	BRZ044	6	568.362	56.2304583887734	46.9499574966244
LR778264.1	C.alpinus	BRZ044	6	220.309	53.1750322865854	44.8296520416421
LR778265.1	C.alpinus	BRZ044	6	2774.52	56.8949951419389	78.1310206375401
LR778266.1	C.alpinus	BRZ044	6	2250.7	55.7334703216975	73.726069302674
LR778267.1	C.alpinus	BRZ044	6	598.972	54.994404	49.720933354827
LR778268.1	C.alpinus	BRZ044	6	416.882	54.8998855822551	46.3669840740912
LR778269.1	C.alpinus	BRZ044	6	326.526	57.1050003490909	48.8429977291578
LR778270.1	C.alpinus	BRZ044	6	481.487	56.502691771031	49.9469785741405
LR778271.1	C.alpinus	BRZ044	6	611.901	54.6313399681529	47.8386900255136
LR778272.1	C.alpinus	BRZ044	6	309.142	57.5812661	46.7777247047118
LR778273.1	C.alpinus	BRZ044	6	222.17	54.5903235839274	45.2815454173642
LR778274.1	C.alpinus	BRZ044	6	870.834	83.5938114143921	88.9043120993012
LR778275.1	C.alpinus	BRZ044	6	370.869	55.0351579121579	47.7937767830671
LR778276.1	C.alpinus	BRZ044	6	223.151	54.1610305270092	45.4286122102497
LR778277.1	C.alpinus	BRZ044	6	360.404	55.9466930234114	46.7480091529934
LR778278.1	C.alpinus	BRZ044	6	619.613	54.8534801565558	48.0797531657657
LR778279.1	C.alpinus	BRZ044	6	404.75	54.2559396218771	46.8270647017133
LR778280.1	C.alpinus	BRZ044	6	577.974	63.5949436697248	66.4018896268395
LR778281.1	C.alpinus	BRZ044	6	1131.68	55.1603747182176	52.7622547899509
LR778282.1	C.alpinus	BRZ044	6	721.665	55.1616806524725	49.2604790119693
LR778283.1	C.alpinus	BRZ044	6	351.962	53.1964448587571	45.3690513869628
LR778284.1	C.alpinus	BRZ044	6	839.333	78.9245908285714	81.3809375747269
LR778285.1	C.alpinus	BRZ044	6	217.597	55.0101094797246	46.163429293253
LR778286.1	C.alpinus	BRZ044	6	515.874	53.2869612805873	49.1384646397415
LR778287.1	C.alpinus	BRZ044	6	484.774	62.266245921357	61.6067895771208
LR778288.1	C.alpinus	BRZ044	6	292.58	56.5963839601594	46.5765472272828
LR778289.1	C.alpinus	BRZ044	6	352.572	59.5579023054114	53.331932545595
LR778290.1	C.alpinus	BRZ044	6	1838.47	76.1857145913219	102.439456639014
LR778291.1	C.alpinus	BRZ044	6	402.198	54.4324112569522	49.7868352513754
LR778292.1	C.alpinus	BRZ044	6	167.812	58.5159994285714	44.2173677985517
LR778253.1	C.alpinus	BRZ045	6	1621.69	31.3309732735656	42.9599398019617
LR778254.1	C.alpinus	BRZ045	6	126.188	28.9437068529769	22.5048492906963
LR778255.1	C.alpinus	BRZ045	6	139.743	29.6584803759398	22.0795483935767
LR778256.1	C.alpinus	BRZ045	6	237.267	31.9343326610644	27.9945370705294
LR778257.1	C.alpinus	BRZ045	6	185.384	30.7856068673219	24.9587453539546
LR778258.1	C.alpinus	BRZ045	6	129.381	28.9489620092915	22.5069232324796
LR778259.1	C.alpinus	BRZ045	6	465.333	31.0848898421053	27.8484015774419
LR778260.1	C.alpinus	BRZ045	6	161.464	30.7088089808429	24.0636351345349
LR778261.1	C.alpinus	BRZ045	6	1990.1	31.0860425628141	56.8528982034379
LR778262.1	C.alpinus	BRZ045	6	124.457	29.0491748653061	21.9976313351837
LR778263.1	C.alpinus	BRZ045	6	410.34	30.9211588525836	24.7115486028948
LR778264.1	C.alpinus	BRZ045	6	149.906	28.4905534210526	22.293682887587
LR778265.1	C.alpinus	BRZ045	6	1057.78	31.615807972973	37.4169010170764
LR778266.1	C.alpinus	BRZ045	6	783.242	30.5428833299285	33.3737562112223
LR778267.1	C.alpinus	BRZ045	6	361.979	29.3031651528777	25.2080318516106
LR778268.1	C.alpinus	BRZ045	6	151.273	30.1580483652968	23.2348383074325
LR778269.1	C.alpinus	BRZ045	6	195.682	31.2543976226013	24.5955373685253
LR778270.1	C.alpinus	BRZ045	6	301.528	32.6648558712121	27.3904201304127
LR778271.1	C.alpinus	BRZ045	6	410.482	30.2043919692058	25.1339411811693
LR778272.1	C.alpinus	BRZ045	6	130.486	29.8628964885496	22.7326534851565
LR778273.1	C.alpinus	BRZ045	6	182.772	29.2621148916117	22.4281149697296
LR778274.1	C.alpinus	BRZ045	6	333.106	45.0433974509804	44.8880779362828
LR778275.1	C.alpinus	BRZ045	6	165.326	30.4153308535403	23.3817278555204
LR778276.1	C.alpinus	BRZ045	6	298.722	29.4986880694981	23.6016897681504
LR778277.1	C.alpinus	BRZ045	6	152.148	30.7926584754263	24.1701724257588
LR778278.1	C.alpinus	BRZ045	6	117.587	29.7502680350195	22.7890092464056
LR778279.1	C.alpinus	BRZ045	6	190.351	30.6042219775739	23.7301858047789
LR778280.1	C.alpinus	BRZ045	6	221.566	35.8956685771543	33.9844977753256
LR778281.1	C.alpinus	BRZ045	6	1216.21	31.1287279377432	43.6850844175264
LR778282.1	C.alpinus	BRZ045	6	417.164	30.498303370333	26.536065513163
LR778283.1	C.alpinus	BRZ045	6	144.841	29.5361196358268	22.2673410941826
LR778284.1	C.alpinus	BRZ045	6	438.482	42.6548884151329	41.8306981851143
LR778285.1	C.alpinus	BRZ045	6	113.32	29.4945808914286	22.278880918994
LR778286.1	C.alpinus	BRZ045	6	240.653	31.9228484278351	27.9299675424042
LR778287.1	C.alpinus	BRZ045	6	266.877	33.6472011286682	30.8446622592327
LR778288.1	C.alpinus	BRZ045	6	306.898	31.1229432990868	24.9171026244488
LR778289.1	C.alpinus	BRZ045	6	153.544	31.6155490471204	26.0435887740744
LR778290.1	C.alpinus	BRZ045	6	636.251	43.0820783480826	54.7264377959518
LR778291.1	C.alpinus	BRZ045	6	196.354	31.0416411056106	25.9703120209231
LR778292.1	C.alpinus	BRZ045	6	101.11	28.654963	23.553715475974
LR778253.1	C.alpinus	BRZ046	6	1303.89	67.7288661538462	74.1687956669189
LR778254.1	C.alpinus	BRZ046	6	347.616	62.9344773046358	67.7181204849543
LR778255.1	C.alpinus	BRZ046	6	391.166	65.0339900606469	67.5060014717315
LR778256.1	C.alpinus	BRZ046	6	631.559	68.0009584041578	80.0822548791591
LR778257.1	C.alpinus	BRZ046	6	459.239	64.8587237654723	71.1735117389658
LR778258.1	C.alpinus	BRZ046	6	461.657	65.543045210902	69.0328798300546
LR778259.1	C.alpinus	BRZ046	6	656.075	64.0969188729282	72.8024321400404
LR778260.1	C.alpinus	BRZ046	6	699.134	66.7062433601354	72.0936200788751
LR778261.1	C.alpinus	BRZ046	6	2021.54	66.9283914760746	77.3973069819141
LR778262.1	C.alpinus	BRZ046	6	371.006	64.8948278146611	66.8360911177723
LR778263.1	C.alpinus	BRZ046	6	370.524	65.7443885134558	67.9991935804095
LR778264.1	C.alpinus	BRZ046	6	434.06	63.9757990050378	68.4789676464379
LR778265.1	C.alpinus	BRZ046	6	1007.55	68.0382091451832	72.231631673917
LR778266.1	C.alpinus	BRZ046	6	2622.13	68.1302510113636	93.2518983400312
