chr	sp	fish	MinCov	MaxCov	AverCov	SDCov
LR778268.1	C.zuerichensis	175612	6	1452.35	119.422216824121	118.945548342406
LR778269.1	C.zuerichensis	175612	6	1022.75	124.925945448029	125.155532737649
LR778270.1	C.zuerichensis	175612	6	2225.47	128.306388145034	148.536923113634
LR778271.1	C.zuerichensis	175612	6	2861.83	121.323402095324	128.587721148675
LR778272.1	C.zuerichensis	175612	6	675.541	127.032404113829	117.178604468677
LR778273.1	C.zuerichensis	175612	6	599.869	120.33903598258	113.395429816308
LR778274.1	C.zuerichensis	175612	6	1843.11	186.869793855485	227.60821559204
LR778275.1	C.zuerichensis	175612	6	895.355	118.948212	117.373813354934
LR778276.1	C.zuerichensis	175612	6	1821.46	122.647515540912	120.402318627036
LR778277.1	C.zuerichensis	175612	6	964.783	122.14675543771	118.572142914622
LR778278.1	C.zuerichensis	175612	6	1501.66	124.091481518207	121.349415839689
LR778279.1	C.zuerichensis	175612	6	785.516	119.070050620023	114.305012191794
LR778280.1	C.zuerichensis	175612	6	1270.76	152.906780723876	176.48929554639
LR778281.1	C.zuerichensis	175612	6	3345.27	120.780729305556	136.32117971447
LR778282.1	C.zuerichensis	175612	6	2429.54	122.574584310748	127.628157604277
LR778283.1	C.zuerichensis	175612	6	623.97	118.221703484435	111.493878760711
LR778284.1	C.zuerichensis	175612	6	4731.4	180.065879150367	240.276749424162
LR778285.1	C.zuerichensis	175612	6	693.812	120.705150611038	114.21172070706
LR778286.1	C.zuerichensis	175612	6	1787.49	122.920117916084	135.738497623331
LR778287.1	C.zuerichensis	175612	6	1920.95	143.542800728477	162.891685053873
LR778288.1	C.zuerichensis	175612	6	1082.65	124.378980305292	119.474382285651
LR778289.1	C.zuerichensis	175612	6	1022.35	130.731154741488	133.77444494063
LR778290.1	C.zuerichensis	175612	6	2990.81	176.014905627706	242.302626417645
LR778291.1	C.zuerichensis	175612	6	1115.43	120.229519785448	126.188084975973
LR778292.1	C.zuerichensis	175612	6	423.119	120.473108444444	103.571277295886
LR778253.1	C.zuerichensis	175613	6	2543.14	124.011325233117	137.785605678624
LR778254.1	C.zuerichensis	175613	6	593.603	113.122432283163	116.086331935155
LR778255.1	C.zuerichensis	175613	6	565.113	116.883403423948	117.941236019102
LR778256.1	C.zuerichensis	175613	6	1194.77	125.198330254932	139.921712458468
LR778257.1	C.zuerichensis	175613	6	789.898	115.662252381554	119.178211322186
LR778258.1	C.zuerichensis	175613	6	1773.8	118.994554194567	125.933802521854
LR778259.1	C.zuerichensis	175613	6	2416.79	118.013122276906	136.225497294007
LR778260.1	C.zuerichensis	175613	6	1158.98	120.187943322436	125.223214166984
LR778261.1	C.zuerichensis	175613	6	1937.57	118.780708486998	121.957215090748
LR778262.1	C.zuerichensis	175613	6	761.61	116.273715671111	118.520098867529
LR778263.1	C.zuerichensis	175613	6	844.848	119.504314647713	120.284274758811
LR778264.1	C.zuerichensis	175613	6	877.948	117.446948542857	120.048451775004
LR778265.1	C.zuerichensis	175613	6	1458.14	122.022570905529	125.273309527007
LR778266.1	C.zuerichensis	175613	6	2284.16	123.178584492187	134.918288574222
LR778267.1	C.zuerichensis	175613	6	2077.22	117.583926262824	128.206314320956
LR778268.1	C.zuerichensis	175613	6	653.126	119.305000475504	123.023267424349
LR778269.1	C.zuerichensis	175613	6	1018.83	123.339672251732	130.542446134791
LR778270.1	C.zuerichensis	175613	6	1295.66	123.791521694487	132.371115686214
LR778271.1	C.zuerichensis	175613	6	1155.75	116.283397525467	121.648480888671
LR778272.1	C.zuerichensis	175613	6	580.855	123.718320965909	121.545492409624
LR778273.1	C.zuerichensis	175613	6	851.291	118.872804026985	119.702333273193
LR778274.1	C.zuerichensis	175613	6	2184.2	177.844885917585	237.306309849775
LR778275.1	C.zuerichensis	175613	6	857.297	121.032723803038	123.753756303088
LR778276.1	C.zuerichensis	175613	6	1483.42	118.513710166234	125.81749043863
LR778277.1	C.zuerichensis	175613	6	710.859	118.423160116341	122.171466313217
LR778278.1	C.zuerichensis	175613	6	1461.93	118.639604748164	123.932154424471
LR778279.1	C.zuerichensis	175613	6	963.508	117.927036926454	119.325692103066
LR778280.1	C.zuerichensis	175613	6	1586.05	146.092207604822	187.231939743272
LR778281.1	C.zuerichensis	175613	6	3182.26	117.7342838147	138.564301991086
LR778282.1	C.zuerichensis	175613	6	1377.11	118.978037294053	123.837234903235
LR778283.1	C.zuerichensis	175613	6	906.924	115.724994166667	118.236979493328
LR778284.1	C.zuerichensis	175613	6	1614.9	169.468084490482	219.139165501669
LR778285.1	C.zuerichensis	175613	6	565.625	116.636309475983	118.149346178827
LR778286.1	C.zuerichensis	175613	6	2090.82	116.753359627412	134.859316962755
LR778287.1	C.zuerichensis	175613	6	1363.55	140.65696249066	167.645820921399
LR778288.1	C.zuerichensis	175613	6	1164.55	123.393354931685	124.428055136586
LR778289.1	C.zuerichensis	175613	6	1046.21	126.82298944378	136.783958261461
LR778290.1	C.zuerichensis	175613	6	2090.36	162.042026826923	222.531349674147
LR778291.1	C.zuerichensis	175613	6	1154.87	117.167081385435	126.53966828482
LR778292.1	C.zuerichensis	175613	6	441.587	123.437449787234	117.224471404861
LR778253.1	C.zuerichensis	175614	6	6126.59	129.911594806892	164.022782171295
LR778254.1	C.zuerichensis	175614	6	537.026	122.195065798611	110.381068896782
LR778255.1	C.zuerichensis	175614	6	651.238	121.83190908288	112.668808992642
LR778256.1	C.zuerichensis	175614	6	1959.11	134.236269817649	139.868932607521
LR778257.1	C.zuerichensis	175614	6	912.495	121.732318875661	117.431496392386
LR778258.1	C.zuerichensis	175614	6	1469.59	122.645302198163	118.438685769636
LR778259.1	C.zuerichensis	175614	6	1604.61	122.8252550625	126.756618916025
LR778260.1	C.zuerichensis	175614	6	1428.15	127.193271	122.187175693538
LR778261.1	C.zuerichensis	175614	6	2366.03	126.335823260135	120.277741646629
LR778262.1	C.zuerichensis	175614	6	639.335	124.162248578848	113.27963922885
LR778263.1	C.zuerichensis	175614	6	1584.33	125.996258545216	116.627148875048
LR778264.1	C.zuerichensis	175614	6	1641.47	123.745754668103	121.041075690986
LR778265.1	C.zuerichensis	175614	6	3117.47	125.743337113821	132.218475625191
LR778266.1	C.zuerichensis	175614	6	2905.39	126.957728232236	140.598430999307
LR778267.1	C.zuerichensis	175614	6	1999.94	124.890381858038	127.479026833231
LR778268.1	C.zuerichensis	175614	6	1327.7	123.868549969543	117.410153477227
LR778269.1	C.zuerichensis	175614	6	866.834	128.104114348879	123.364819334491
LR778270.1	C.zuerichensis	175614	6	2628.08	132.650019399142	146.47707515942
LR778271.1	C.zuerichensis	175614	6	2853.79	122.476151867634	126.36734935694
LR778272.1	C.zuerichensis	175614	6	716.1	128.345015708661	116.115732115871
LR778273.1	C.zuerichensis	175614	6	609.929	123.301088380589	113.99281238151
LR778274.1	C.zuerichensis	175614	6	2026.87	195.132623551302	236.783711185456
LR778275.1	C.zuerichensis	175614	6	1144.38	127.157128094463	122.359743924241
LR778276.1	C.zuerichensis	175614	6	1948.54	125.525264837644	121.249738360759
LR778277.1	C.zuerichensis	175614	6	558.61	124.578195680045	115.637276507842
LR778278.1	C.zuerichensis	175614	6	1239.75	124.713443723404	117.252768770308
LR778279.1	C.zuerichensis	175614	6	568.386	121.566213450425	113.214438190724
LR778280.1	C.zuerichensis	175614	6	1855.49	153.43066286201	178.785930640218
LR778281.1	C.zuerichensis	175614	6	3364.68	123.460188754842	136.722653519447
LR778282.1	C.zuerichensis	175614	6	2488.57	124.502140902737	126.483621218281
LR778283.1	C.zuerichensis	175614	6	859.291	121.395657761194	112.560685156468
LR778284.1	C.zuerichensis	175614	6	3755.34	188.157096542289	231.079442871822
LR778285.1	C.zuerichensis	175614	6	813.987	121.21698124031	114.722128812555
LR778286.1	C.zuerichensis	175614	6	1417.68	121.235249486824	123.667737302221
LR778287.1	C.zuerichensis	175614	6	1392.87	148.930015448505	165.728181383411
LR778288.1	C.zuerichensis	175614	6	943.847	128.908476757308	117.273582991962
LR778289.1	C.zuerichensis	175614	6	945.694	132.830306822194	131.956806822345
LR778290.1	C.zuerichensis	175614	6	2421.8	181.579044181495	241.941163779584
LR778291.1	C.zuerichensis	175614	6	2356.94	126.368531179775	144.211386912108
LR778292.1	C.zuerichensis	175614	7	381.944	107.812755652174	91.1092510816707
LR778253.1	C.zuerichensis	175617	6	6127.66	132.132038802502	162.32958180038
LR778254.1	C.zuerichensis	175617	6	537.761	122.759301677943	112.171801728726
LR778255.1	C.zuerichensis	175617	6	514.377	125.283385329708	114.51242837099
LR778256.1	C.zuerichensis	175617	6	1312.12	135.467734969206	136.045077025538
LR778257.1	C.zuerichensis	175617	6	759.814	123.312855800265	116.26042750927
LR778258.1	C.zuerichensis	175617	6	1907.49	127.739967111554	124.801624848083
LR778259.1	C.zuerichensis	175617	6	1234.72	124.892637392796	124.574252677309
LR778260.1	C.zuerichensis	175617	6	1206.5	128.73275622617	120.326178516393
LR778261.1	C.zuerichensis	175617	6	2339.91	128.299886000843	120.366083398198
LR778262.1	C.zuerichensis	175617	6	649.104	127.616015660377	114.982164364406
LR778263.1	C.zuerichensis	175617	6	1643.95	129.340893454945	118.630601206308
LR778264.1	C.zuerichensis	175617	6	1140.38	125.661599217877	117.599968504176
LR778265.1	C.zuerichensis	175617	6	2939.16	130.494072964984	132.983325399924
LR778266.1	C.zuerichensis	175617	6	2872.29	129.710509217747	137.005562738508
LR778267.1	C.zuerichensis	175617	6	2024.65	126.08591025013	126.580890577766
LR778268.1	C.zuerichensis	175617	6	718.397	125.286466175869	115.298923463451
LR778269.1	C.zuerichensis	175617	6	904.362	130.207113156627	124.491197790312
LR778270.1	C.zuerichensis	175617	6	1342.57	131.696583047872	131.880652149095
LR778271.1	C.zuerichensis	175617	6	2517.86	127.065558324226	126.295808275046
LR778272.1	C.zuerichensis	175617	6	708.234	132.386477602603	116.678700109622
LR778273.1	C.zuerichensis	175617	6	555.796	123.519109376009	114.090952081961
LR778274.1	C.zuerichensis	175617	6	2126.19	204.564446941303	238.182158938672
LR778275.1	C.zuerichensis	175617	6	890.399	128.847292874317	119.653105368157
LR778276.1	C.zuerichensis	175617	6	841.493	127.646576601996	114.647877005853
LR778277.1	C.zuerichensis	175617	6	906.34	128.084884100559	119.855964908565
LR778278.1	C.zuerichensis	175617	6	2132.24	127.032174738307	124.784637876675
LR778279.1	C.zuerichensis	175617	6	584.601	124.735023627002	114.155304837772
LR778280.1	C.zuerichensis	175617	6	1345.02	160.374068280255	178.529305341873
LR778281.1	C.zuerichensis	175617	6	3372.58	126.996717340011	138.793178591344
LR778282.1	C.zuerichensis	175617	6	2497.77	127.245246909822	129.465390835194
LR778283.1	C.zuerichensis	175617	6	868.132	125.612078326848	114.294512571062
LR778284.1	C.zuerichensis	175617	6	3194.51	195.393421399507	234.104284741505
LR778285.1	C.zuerichensis	175617	6	742.238	128.388534960159	116.185459734217
LR778286.1	C.zuerichensis	175617	6	2307.57	124.633612266112	140.593442082764
LR778287.1	C.zuerichensis	175617	6	2232.5	153.973081312793	170.974352411582
LR778288.1	C.zuerichensis	175617	6	1320.84	130.495877090909	121.021825060749
LR778289.1	C.zuerichensis	175617	6	1089.17	137.529087527018	136.412955734321
LR778290.1	C.zuerichensis	175617	6	2243.32	185.183292636771	233.7244137044
LR778291.1	C.zuerichensis	175617	6	1040.12	123.575438478664	120.599551720445
LR778292.1	C.zuerichensis	175617	8.93617	395.434	127.612073095238	102.586889779844
LR778253.1	C.zuerichensis	175619	6	6097.74	147.025993435493	176.363644980867
LR778254.1	C.zuerichensis	175619	6	666.123	137.652768533784	130.015240345955
LR778255.1	C.zuerichensis	175619	6	701.804	136.592548049576	133.102325286707
LR778256.1	C.zuerichensis	175619	6	1532.03	151.066119160281	159.218548537015
LR778257.1	C.zuerichensis	175619	6	927.179	135.552909909561	135.444404887651
LR778258.1	C.zuerichensis	175619	6	2195.85	139.213459315515	142.06473011088
LR778259.1	C.zuerichensis	175619	6	1009.33	141.434183688105	142.9775042536
LR778260.1	C.zuerichensis	175619	6	1401.97	143.140315602716	140.505022136603
LR778261.1	C.zuerichensis	175619	6	2773.14	144.691173735392	140.33470768096
LR778262.1	C.zuerichensis	175619	6	860.14	140.122616208663	133.520380714355
LR778263.1	C.zuerichensis	175619	6	1745.29	142.051275668085	137.227223655571
LR778264.1	C.zuerichensis	175619	6	1845.34	140.920553238176	140.973129294744
LR778265.1	C.zuerichensis	175619	6	3143.7	144.257490018034	149.194534170347
LR778266.1	C.zuerichensis	175619	6	2274.31	143.736533828214	148.83381022506
LR778267.1	C.zuerichensis	175619	6	2899.71	141.781525959184	155.35071147421
LR778268.1	C.zuerichensis	175619	6	640.429	139.327158962779	135.968692274186
LR778269.1	C.zuerichensis	175619	6	1052.17	144.694614449102	144.830374380009
LR778270.1	C.zuerichensis	175619	6	1581.65	147.515520699009	150.841773740338
LR778271.1	C.zuerichensis	175619	6	2840.61	140.550804392523	144.68087867386
LR778272.1	C.zuerichensis	175619	6	1252.6	149.143258273132	138.810338447417
LR778273.1	C.zuerichensis	175619	6	901.749	138.677456571125	134.073620979864
LR778274.1	C.zuerichensis	175619	6	2334.19	221.876096692955	268.005768304652
LR778275.1	C.zuerichensis	175619	6	958.309	145.217242474283	142.523040542454
LR778276.1	C.zuerichensis	175619	6	1884.33	141.652444978284	140.11943711446
LR778277.1	C.zuerichensis	175619	6	1078.19	142.157795577778	138.256210846281
LR778278.1	C.zuerichensis	175619	6	2250.52	141.501310027503	142.43428261391
LR778279.1	C.zuerichensis	175619	6	684.783	138.440048456338	133.52746751612
LR778280.1	C.zuerichensis	175619	6	1310.86	178.312834154286	207.325653459844
LR778281.1	C.zuerichensis	175619	6	3347.7	139.747282090119	152.558142090437
LR778282.1	C.zuerichensis	175619	6	1816.74	139.889991363122	141.638832491582
LR778283.1	C.zuerichensis	175619	6	676.938	136.489469946121	128.358767211344
LR778284.1	C.zuerichensis	175619	6	3499.68	211.737451244738	263.95217287487
LR778285.1	C.zuerichensis	175619	6	1124.37	137.99517	135.403842139
LR778286.1	C.zuerichensis	175619	6	1884.06	138.02811614011	146.155986444589
LR778287.1	C.zuerichensis	175619	6	2249.11	169.146915198956	194.565821968005
LR778288.1	C.zuerichensis	175619	6	1440.05	145.578193167331	140.172554204645
LR778289.1	C.zuerichensis	175619	6	1204.85	152.197661357719	157.843936579862
LR778290.1	C.zuerichensis	175619	6	2636.07	203.224239759036	261.599727128978
LR778291.1	C.zuerichensis	175619	6	1743.35	141.632997472527	156.959737611373
LR778292.1	C.zuerichensis	175619	6	479.028	122.529701020408	116.045348548423
LR778253.1	C.zuerichensis	175620	6	6529.18	134.198065930867	175.364673433548
LR778254.1	C.zuerichensis	175620	6	560.147	122.540678297578	122.906761708179
LR778255.1	C.zuerichensis	175620	6	599.895	125.080414794239	126.669096270307
LR778256.1	C.zuerichensis	175620	6	1586.66	141.560523197418	152.645644283547
LR778257.1	C.zuerichensis	175620	6	712.384	124.725747317903	126.854329435782
LR778258.1	C.zuerichensis	175620	6	1834.35	127.767957761092	132.207612699228
LR778259.1	C.zuerichensis	175620	6	1012.16	127.749007159834	136.492110889044
LR778260.1	C.zuerichensis	175620	6	1183.44	127.668410617338	130.650423779371
LR778261.1	C.zuerichensis	175620	6	2892.12	130.318562201204	136.288717660137
LR778262.1	C.zuerichensis	175620	6	694.604	125.382033530544	125.102774423999
LR778263.1	C.zuerichensis	175620	6	1741.95	132.0800380467	131.113086419168
LR778264.1	C.zuerichensis	175620	6	858.181	125.40299821743	126.954710367988
LR778265.1	C.zuerichensis	175620	6	1863.22	133.333610701754	134.37215011223
LR778266.1	C.zuerichensis	175620	6	2970.58	131.524885024155	148.720048789499
LR778267.1	C.zuerichensis	175620	6	2001.33	129.91504331723	138.036182844913
LR778268.1	C.zuerichensis	175620	6	565.88	129.31808519937	128.243835536385
LR778269.1	C.zuerichensis	175620	6	931.755	132.489862815047	135.386175466928
LR778270.1	C.zuerichensis	175620	6	1100.03	133.606864945235	136.837931215331
LR778271.1	C.zuerichensis	175620	6	2154.36	128.449863552142	134.270522334133
LR778272.1	C.zuerichensis	175620	6	617.476	133.300317918782	128.21706793617
LR778273.1	C.zuerichensis	175620	6	606.849	126.827502174888	126.097070201744
LR778274.1	C.zuerichensis	175620	6	2631.26	209.269953158774	260.945397367486
LR778275.1	C.zuerichensis	175620	6	881.378	128.165067566815	130.251941294455
LR778276.1	C.zuerichensis	175620	6	1283.99	127.649349229471	129.144989548386
LR778277.1	C.zuerichensis	175620	6	835.131	130.124822024221	131.264983599291
LR778278.1	C.zuerichensis	175620	6	1313.14	128.942194599885	128.849673585758
LR778279.1	C.zuerichensis	175620	6	537.368	126.048083482353	124.581562609916
LR778280.1	C.zuerichensis	175620	6	1450.87	158.697315702624	194.272824171345
LR778281.1	C.zuerichensis	175620	6	5764.41	131.621505385494	186.321109989912
LR778282.1	C.zuerichensis	175620	6	1569	129.285209090909	133.008498600007
LR778283.1	C.zuerichensis	175620	6	831.302	124.979182036933	124.041269540171
LR778284.1	C.zuerichensis	175620	6	2964.45	193.166172943058	239.643061614098
LR778285.1	C.zuerichensis	175620	6	798.852	128.613598336728	128.505700509934
LR778286.1	C.zuerichensis	175620	6	2530.54	130.163755860331	159.723310218289
LR778287.1	C.zuerichensis	175620	6	1314.67	153.688504526607	176.57459606082
LR778288.1	C.zuerichensis	175620	6	1139.23	132.935647381285	129.94711999703
LR778289.1	C.zuerichensis	175620	6	903.538	141.162525468852	147.715529693823
LR778290.1	C.zuerichensis	175620	6	3393.35	187.455408756806	251.053877852805
LR778291.1	C.zuerichensis	175620	6	1327.39	128.55093307026	142.40006725057
LR778292.1	C.zuerichensis	175620	7	439.406	138.962161282051	125.171670288023
LR778253.1	C.zuerichensis	175621	6	5061.58	128.715770618739	141.969993031169
LR778254.1	C.zuerichensis	175621	6	684.321	124.837457882759	104.272374898497
LR778255.1	C.zuerichensis	175621	6	698.748	123.297871383989	104.785915060049
LR778256.1	C.zuerichensis	175621	6	1129.19	133.736343983766	122.632023290341
LR778257.1	C.zuerichensis	175621	6	1021.4	121.798244686882	107.235979445372
LR778258.1	C.zuerichensis	175621	6	2745.3	125.689314928105	124.469767954536
LR778259.1	C.zuerichensis	175621	6	1953.41	124.694886516018	123.441718429156
LR778260.1	C.zuerichensis	175621	6	1482.41	126.023292835314	113.589000352014
LR778261.1	C.zuerichensis	175621	6	2938.67	127.830992708158	116.764011433458
LR778262.1	C.zuerichensis	175621	6	660.512	123.766576830986	102.539901273868
LR778263.1	C.zuerichensis	175621	6	854.29	125.958261442722	106.689446664245
LR778264.1	C.zuerichensis	175621	6	909.813	123.243520245478	105.145935177997
LR778265.1	C.zuerichensis	175621	6	4082.28	129.290906684832	138.960857264766
LR778266.1	C.zuerichensis	175621	6	2460.76	126.469281240666	122.14732214764
LR778267.1	C.zuerichensis	175621	6	2870.55	125.766193280124	127.270822475178
LR778268.1	C.zuerichensis	175621	6	663.952	126.214629751773	107.288087701924
LR778269.1	C.zuerichensis	175621	6	955.196	128.866611972002	112.677430997631
LR778270.1	C.zuerichensis	175621	6	928.981	129.091834490011	114.694944353182
LR778271.1	C.zuerichensis	175621	6	1900.79	124.010963228417	110.924531148562
LR778272.1	C.zuerichensis	175621	6	638.48	127.97025588437	104.143979217259
LR778273.1	C.zuerichensis	175621	6	622.743	123.534980218103	103.684172170125
LR778274.1	C.zuerichensis	175621	6	1968.82	204.252075995612	220.481402394078
LR778275.1	C.zuerichensis	175621	6	749.497	125.71836231396	107.895163704468
LR778276.1	C.zuerichensis	175621	6	1250.49	126.237333274238	108.301799807342
LR778277.1	C.zuerichensis	175621	6	859.449	125.81581481982	107.166287430151
LR778278.1	C.zuerichensis	175621	6	1326.1	125.576235341857	108.404906750512
LR778279.1	C.zuerichensis	175621	6	583.203	122.599427001134	102.48701660982
LR778280.1	C.zuerichensis	175621	6	1418.95	158.547506232719	165.114680768953
LR778281.1	C.zuerichensis	175621	6	3027.14	122.744872586491	122.697072480208
LR778282.1	C.zuerichensis	175621	6	1251.52	124.157672634902	108.512060714967
LR778283.1	C.zuerichensis	175621	6	892.06	120.4096391122	100.948348757424
LR778284.1	C.zuerichensis	175621	6	1821.59	187.864884406675	201.816104288164
LR778285.1	C.zuerichensis	175621	6	523.824	122.117553632813	103.193482727765
LR778286.1	C.zuerichensis	175621	6	786.848	121.901200662983	109.80573881782
LR778287.1	C.zuerichensis	175621	6	2590.2	151.23323586161	160.500634856702
LR778288.1	C.zuerichensis	175621	6	906.04	127.144538806366	108.889822183221
LR778289.1	C.zuerichensis	175621	6	1015.56	136.002186790045	122.823291046509
LR778290.1	C.zuerichensis	175621	6	2658.28	180.69026049239	212.029758586041
LR778291.1	C.zuerichensis	175621	6	1567.06	123.790308333333	125.534018670333
LR778292.1	C.zuerichensis	175621	6	468.105	114.921348163265	104.356130696831
LR778253.1	LanD	LAN042	6	6066.19	151.227901277955	193.261682204127
LR778254.1	LanD	LAN042	6	691.519	133.893893679525	147.315078398947
LR778255.1	LanD	LAN042	6	866.784	142.686410745482	154.375140501201
LR778256.1	LanD	LAN042	6	2777.95	153.827084117025	187.610769352741
LR778257.1	LanD	LAN042	6	804.297	139.68218015896	155.080061855257
LR778258.1	LanD	LAN042	6	1619.78	143.497797291213	159.230473343383
LR778259.1	LanD	LAN042	6	3172.21	142.280139141382	178.404745385263
LR778260.1	LanD	LAN042	6	814.974	145.56562275878	158.534669423429
LR778261.1	LanD	LAN042	6	2367.84	145.190284253534	158.579027674611
LR778262.1	LanD	LAN042	6	759.049	150.56743990625	157.939810172617
LR778263.1	LanD	LAN042	6	2028.32	146.303426367837	158.348202216942
LR778264.1	LanD	LAN042	6	802.31	136.594455501618	148.961284932701
LR778265.1	LanD	LAN042	6	1492.46	150.334086323972	160.350331105551
LR778266.1	LanD	LAN042	6	4844.89	145.565522355188	193.939792642022
LR778267.1	LanD	LAN042	6	1426.75	142.312177854342	161.515224147818
LR778268.1	LanD	LAN042	6	703.612	146.357859280861	156.097185998075
LR778269.1	LanD	LAN042	6	1025.75	145.749665619727	161.835425593673
LR778270.1	LanD	LAN042	6	1179	146.153907687861	157.292310941481
LR778271.1	LanD	LAN042	6	699.272	140.84101958231	151.261468034554
LR778272.1	LanD	LAN042	6	1210.08	150.316447430079	158.912511775322
LR778273.1	LanD	LAN042	6	807.037	143.661716971665	153.74212179135
LR778274.1	LanD	LAN042	6	4106.67	218.596852492934	314.637357309542
LR778275.1	LanD	LAN042	6	1295.15	148.61551627554	165.207625722641
LR778276.1	LanD	LAN042	6	1422.42	146.393818966967	158.27613209614
LR778277.1	LanD	LAN042	6	876.314	146.51080913256	158.737523882658
LR778278.1	LanD	LAN042	6	851.211	146.51262733778	156.008181983289
LR778279.1	LanD	LAN042	6	1568.77	144.974855654352	158.272572449383
LR778280.1	LanD	LAN042	6	1345.61	165.845826330109	214.241710187643
LR778281.1	LanD	LAN042	6	3380.92	143.252405843301	174.639274237269
LR778282.1	LanD	LAN042	6	1588.74	146.250221318267	158.187748318915
LR778283.1	LanD	LAN042	6	753.095	142.648702169532	153.078951807436
LR778284.1	LanD	LAN042	6	2078.93	197.654580872093	258.349445252629
LR778285.1	LanD	LAN042	6	1154.84	155.294539349415	164.039144593599
LR778286.1	LanD	LAN042	6	5325.22	146.816039110429	220.806498225525
LR778287.1	LanD	LAN042	6	3163.06	165.86686904796	215.52209347073
LR778288.1	LanD	LAN042	6	1022.02	149.147924446919	155.753011018878
LR778289.1	LanD	LAN042	6	1105.04	153.35146515213	174.639541784707
LR778290.1	LanD	LAN042	6	4625.99	188.77566239011	288.973101459392
LR778291.1	LanD	LAN042	6	1370.8	146.724282727273	169.159872815219
LR778292.1	LanD	LAN042	6	421.715	137.818747560976	133.688979549457
LR778253.1	LanD	LAN045	6	1597.83	42.9325828809427	45.1469734816977
LR778254.1	LanD	LAN045	6	185.965	39.2256375048544	28.0785428021305
LR778255.1	LanD	LAN045	6	140.034	40.1389384645287	27.840066403885
LR778256.1	LanD	LAN045	6	364.596	44.4631491569632	34.0499222975851
LR778257.1	LanD	LAN045	6	143.786	41.6412984149856	29.1311849561023
LR778258.1	LanD	LAN045	6	239.624	41.1377294652908	29.6903154313932
LR778259.1	LanD	LAN045	6	488.048	41.2567423785166	33.5456006187871
LR778260.1	LanD	LAN045	6	206.972	41.7800391046582	29.8413432737414
LR778261.1	LanD	LAN045	6	2900.3	43.4762112661196	74.7122429744511
LR778262.1	LanD	LAN045	6	140.884	40.8073248160315	28.1651208680845
LR778263.1	LanD	LAN045	6	253.426	41.9091841412911	29.3016847932563
LR778264.1	LanD	LAN045	6	150.688	40.0521280831266	27.7063767575085
LR778265.1	LanD	LAN045	6	1574.06	42.4513227139208	48.536205163628
LR778266.1	LanD	LAN045	6	745.793	41.5823627680798	35.3795801361306
LR778267.1	LanD	LAN045	6	626.976	42.1611914296242	40.3853151639475
LR778268.1	LanD	LAN045	6	129.948	41.7495827466863	28.6151757705912
LR778269.1	LanD	LAN045	6	197.327	42.2680362682717	30.7243112912107
LR778270.1	LanD	LAN045	6	933.021	43.251282006056	44.7524195596627
LR778271.1	LanD	LAN045	6	322.602	41.0076580143229	29.587110755725
LR778272.1	LanD	LAN045	6	140.82	42.6172817053206	28.5341598219984
LR778273.1	LanD	LAN045	6	183.681	41.9598242945258	28.7698169516386
LR778274.1	LanD	LAN045	6	919.621	63.2650289500734	68.4465368846761
LR778275.1	LanD	LAN045	6	472.946	42.3813521028396	32.5671806081791
LR778276.1	LanD	LAN045	6	199.143	42.2547959582999	29.7060690513202
LR778277.1	LanD	LAN045	6	216.924	41.5180996193497	29.282437726182
LR778278.1	LanD	LAN045	6	517.167	41.1102160734238	31.4946571923293
LR778279.1	LanD	LAN045	6	140.314	40.1974555295069	28.2234495535458
LR778280.1	LanD	LAN045	6	410.163	49.2313759967186	43.1940047200993
LR778281.1	LanD	LAN045	6	1049.63	41.8410105418327	41.0236631695451
LR778282.1	LanD	LAN045	6	172	41.101599892916	28.290145924844
LR778283.1	LanD	LAN045	6	158.807	41.0050028384615	28.2451391585462
LR778284.1	LanD	LAN045	6	440.126	58.975515355286	53.1524013124413
LR778285.1	LanD	LAN045	6	133.422	42.0043619390582	28.8118230060529
LR778286.1	LanD	LAN045	6	537.829	40.8744176702863	35.4187791806689
LR778287.1	LanD	LAN045	6	310.188	49.2043999803922	40.1238394684085
LR778288.1	LanD	LAN045	6	164.716	41.6038299805068	28.4630088930377
LR778289.1	LanD	LAN045	6	210.291	42.6814379039301	33.8538665973746
LR778290.1	LanD	LAN045	6	1064.62	59.2361529404309	70.9054864817059
LR778291.1	LanD	LAN045	6	412.293	41.4181514131898	33.6150929830319
LR778292.1	LanD	LAN045	7.3617	113.288	50.2916593103448	28.2997232860023
LR778253.1	LanD	LAN050	6	3673.68	124.594619308494	150.804292026091
LR778254.1	LanD	LAN050	6	665.5	110.738621572464	122.402321491518
LR778255.1	LanD	LAN050	6	1081.46	113.716889115983	129.731339203788
LR778256.1	LanD	LAN050	6	1287.8	126.331453064854	150.811337181783
LR778257.1	LanD	LAN050	6	846.822	116.894542469136	133.183892090436
LR778258.1	LanD	LAN050	6	3338.43	116.90413556423	153.186990407673
LR778259.1	LanD	LAN050	6	3417.77	122.936285749354	165.572269141055
LR778260.1	LanD	LAN050	6	1685.46	120.90209053206	139.566215991432
LR778261.1	LanD	LAN050	6	2426.82	120.940229226006	137.287874325173
LR778262.1	LanD	LAN050	6	776.774	116.565217266436	126.636274223579
LR778263.1	LanD	LAN050	6	636.905	122.50207963392	131.040328462201
LR778264.1	LanD	LAN050	6	985.416	114.106234020193	128.514861516721
LR778265.1	LanD	LAN050	6	2776.76	122.870616797258	143.699456499586
