Fish_code	Lake	Catchment	Region	Date	Fishec_nr	Furka_length	Weight_g	Sex	Age	Tb0_1_2	Ripe	Date_dissect	Condition	GR_morfo	MOL_MORPH_CONSENSUS_ID	Sci_name_CONSENSUS_ID	CN	d13C	d15N
WAL001	Walen	Limmat	Alpine	28.11.17	175900	398	804	M	4	NA	NA	24.01.18	frozen	short	C.duplex	C.duplex	2.95	-30.58	8.94
WAL002	Walen	Limmat	Alpine	28.11.17	175901	362	571	M	4	NA	NA	25.01.18	frozen	short	C.duplex	C.duplex	3.11	-30.62	7.65
WAL003	Walen	Limmat	Alpine	28.11.17	175902	379	667	M	4	NA	NA	25.01.18	frozen	short	C.duplex	C.duplex	2.97	-32.03	8.43
WAL004	Walen	Limmat	Alpine	28.11.17	175903	415	855	M	4	NA	NA	24.01.18	frozen	short	C.duplex	C.duplex	3.05	-30.94	8.89
WAL005	Walen	Limmat	Alpine	28.11.17	175904	334	446	M	5	NA	NA	18.01.18	frozen	short	C.duplex	C.duplex	3.03	-32.78	7.18
WAL006	Walen	Limmat	Alpine	28.11.17	175905	354	474	NA	4	NA	NA	23.01.18	frozen	short	C.duplex	C.duplex	3.07	-31.06	8.01
WAL007	Walen	Limmat	Alpine	28.11.17	175906	380	626	F	4	NA	NA	24.10.18	frozen	short	C.duplex	C.duplex	3.09	-31.39	7.94
WAL008	Walen	Limmat	Alpine	28.11.17	175907	383	696	M	3	NA	NA	17.01.18	frozen	short	C.duplex	C.duplex	3.08	-31.41	8.3
WAL009	Walen	Limmat	Alpine	28.11.17	175908	393	662	M	3	NA	NA	17.01.18	frozen	short	C.duplex	C.duplex	3.1	-31.46	8.78
WAL010	Walen	Limmat	Alpine	28.11.17	175909	410	853	M	5	NA	NA	23.01.18	frozen	NA	C.duplex	C.duplex	3.05	-31.35	8.38
WAL011	Walen	Limmat	Alpine	28.11.17	175910	372	583	M	3	NA	NA	22.01.18	frozen	short	C.duplex	C.duplex	3.09	-31.24	8.07
WAL012	Walen	Limmat	Alpine	28.11.17	175911	322	375	M	4	NA	NA	18.01.18	frozen	short	C.duplex	C.duplex	3.02	-30.88	8.11
WAL013	Walen	Limmat	Alpine	28.11.17	175912	377	649	M	4	NA	NA	17.01.18	frozen	short	C.duplex	C.duplex	2.95	-30.15	7.82
WAL014	Walen	Limmat	Alpine	28.11.17	175913	410	903	F	3	NA	NA	22.01.18	frozen	short	C.duplex	C.duplex	3.1	-32.05	8.56
WAL015	Walen	Limmat	Alpine	28.11.17	175914	380	596	M	4	NA	NA	24.01.18	frozen	short	C.duplex	C.duplex	2.97	-31.02	9.07
WAL016	Walen	Limmat	Alpine	28.11.17	175915	323	399	M	4	NA	NA	18.01.18	frozen	short	C.duplex	C.duplex	3.05	-31.3	7.61
WAL017	Walen	Limmat	Alpine	28.11.17	175916	424	930	M	6	NA	NA	22.01.18	frozen	short	C.duplex	C.duplex	2.93	-30.99	8
WAL018	Walen	Limmat	Alpine	28.11.17	175917	340	448	M	2	NA	NA	18.01.18	frozen	short	C.duplex	C.duplex	3	-32.07	7.49
WAL019	Walen	Limmat	Alpine	28.11.17	175918	329	396	M	4	NA	NA	23.01.18	frozen	short	C.duplex	C.duplex	2.99	-30.56	8.04
WAL020	Walen	Limmat	Alpine	28.11.17	175919	331	461	M	3	NA	NA	18.01.18	frozen	short	C.duplex	C.duplex	2.98	-31.24	8.19
WAL021	Walen	Limmat	Alpine	28.11.17	175920	197	91	M	3	2	5	30.11.17	fresh	long_numerous	C.heglingus	C.heglingus	2.88	-29.68	6.13
WAL022	Walen	Limmat	Alpine	28.11.17	175921	203	95	F	3	0	4	30.01.18	frozen	long_numerous	C.heglingus	C.heglingus	2.91	-30.44	6.47
WAL023	Walen	Limmat	Alpine	28.11.17	175922	195	72	M	2	2	5	31.01.18	frozen	long_numerous	C.heglingus	C.heglingus	3.03	-31.51	8.76
WAL024	Walen	Limmat	Alpine	28.11.17	175923	200	82	F	4	0	4	30.11.17	fresh	long_numerous	C.heglingus	C.heglingus	2.94	-32.69	7.28
WAL025	Walen	Limmat	Alpine	28.11.17	175924	195	84	M	3	2	5	19.01.18	frozen	long_numerous	C.heglingus	C.heglingus	3.04	-30.65	8.27
WAL026	Walen	Limmat	Alpine	28.11.17	175925	184	65	M	2	2	4	30.01.18	frozen	long_numerous	C.heglingus	C.heglingus	2.95	-30.64	9.77
WAL027	Walen	Limmat	Alpine	28.11.17	175926	179	53	F	3	1	4	29.01.18	frozen	long_numerous	C.heglingus	C.heglingus	3.04	-30.97	8.51
WAL028	Walen	Limmat	Alpine	28.11.17	175927	193	61	M	3	2	4	30.11.17	fresh	long_numerous	C.heglingus	C.heglingus	3.08	-30.92	8.05
WAL029	Walen	Limmat	Alpine	28.11.17	175928	177	67	M	3	2	5	30.01.18	frozen	long_numerous	C.heglingus	C.heglingus	2.98	-30.46	8.74
WAL030	Walen	Limmat	Alpine	28.11.17	175929	172	55	M	3	2	6	30.01.18	frozen	long_numerous	C.heglingus	C.heglingus	2.98	-30.51	9.27
WAL031	Walen	Limmat	Alpine	28.11.17	175930	185	69	F	3	1	4	30.01.18	frozen	long_numerous	C.heglingus	C.heglingus	3.04	-31.15	7.42
WAL032	Walen	Limmat	Alpine	28.11.17	175931	194	70	M	2	2	5	29.01.18	frozen	long_numerous	C.heglingus	C.heglingus	3.03	-29.83	7.06
WAL033	Walen	Limmat	Alpine	28.11.17	175932	198	89	F	2	1	4	30.11.17	fresh	long_numerous	C.heglingus	C.heglingus	3.05	-33.69	7.1
WAL034	Walen	Limmat	Alpine	28.11.17	175933	175	57	F	2	2	6	01.02.18	frozen	long_numerous	C.heglingus	C.heglingus	3.03	-30.75	8.53
WAL035	Walen	Limmat	Alpine	28.11.17	175934	174	66	F	3	1	6	30.11.17	fresh	long_numerous	C.heglingus	C.heglingus	3.1	-30.94	7.98
WAL036	Walen	Limmat	Alpine	28.11.17	175935	185	64	M	3	0	4	30.01.18	frozen	long_numerous	C.heglingus	C.heglingus	3.01	-31.83	8.2
WAL037	Walen	Limmat	Alpine	28.11.17	175936	179	58	M	1	2	6	19.01.18	frozen	long_numerous	C.heglingus	C.heglingus	2.95	-30.56	9.18
WAL038	Walen	Limmat	Alpine	28.11.17	175937	183	59	M	3	2	6	29.01.18	frozen	long_numerous	C.heglingus	C.heglingus	3.11	-30.94	8.41
WAL039	Walen	Limmat	Alpine	28.11.17	175938	197	68	M	3	2	5	29.01.18	frozen	long_numerous	C.heglingus	C.heglingus	3.05	-29.86	7.43
WAL040	Walen	Limmat	Alpine	28.11.17	175939	174	55	M	3	1	5	19.01.18	frozen	long_numerous	C.heglingus	C.heglingus	3.04	-30.95	8.5
WAL041	Walen	Limmat	Alpine	28.11.17	175940	184	63	M	2	2	5	31.01.18	frozen	long_numerous	C.heglingus	C.heglingus	3.09	-30.56	8.82
WAL042	Walen	Limmat	Alpine	28.11.17	175941	169	50	F	4	1	6	19.01.18	frozen	long_numerous	C.heglingus	C.heglingus	3.02	-29.08	7.91
WAL043	Walen	Limmat	Alpine	28.11.17	175942	172	52	M	3	1	4	30.01.18	frozen	long_numerous	C.heglingus	C.heglingus	2.92	-30.41	8.41
WAL044	Walen	Limmat	Alpine	28.11.17	175943	174	59	M	3	2	6	31.01.18	frozen	long_numerous	C.heglingus	C.heglingus	3.04	-30.8	9.33
WAL045	Walen	Limmat	Alpine	28.11.17	175944	176	53	M	2	2	4	29.01.18	frozen	long_numerous	C.heglingus	C.heglingus	2.98	-30.61	9.45
WAL046	Walen	Limmat	Alpine	28.11.17	175945	162	50	M	3	1	4	19.01.18	frozen	long_numerous	C.heglingus	C.heglingus	3.2	-30.46	8.97
WAL047	Walen	Limmat	Alpine	28.11.17	175946	168	47	F	1	1	4	31.01.18	frozen	long_numerous	C.heglingus	C.heglingus	3.02	-30.67	8.62
WAL048	Walen	Limmat	Alpine	28.11.17	175947	171	55	M	1	2	4	29.01.18	frozen	long_numerous	C.heglingus	C.heglingus	2.97	-30.91	9.31
WAL049	Walen	Limmat	Alpine	28.11.17	175948	170	49	M	3	2	4	31.01.18	frozen	long_numerous	C.heglingus	C.heglingus	3.01	-30.62	9.1
WAL050	Walen	Limmat	Alpine	28.11.17	175949	159	45	M	2	2	6	01.02.18	frozen	long_numerous	C.heglingus	C.heglingus	3.03	-30.5	9.2
WAL051	Walen	Limmat	Alpine	28.11.17	175950	162	44	M	2	1	6	01.02.18	frozen	long_numerous	C.heglingus	C.heglingus	2.98	-30.23	9.02
WAL052	Walen	Limmat	Alpine	28.11.17	175951	161	43	M	2	2	4	31.01.18	frozen	long_numerous	C.heglingus	C.heglingus	2.97	-30.46	8.77
WAL053	Walen	Limmat	Alpine	28.11.17	175952	411	854	NA	5	NA	NA	NA	NA	NA	notdissected	notdissected	NA	NA	NA
WAL054	Walen	Limmat	Alpine	28.11.17	175953	326	424	NA	4	NA	NA	NA	NA	NA	notdissected	notdissected	NA	NA	NA
WAL055	Walen	Limmat	Alpine	28.11.17	175954	342	533	NA	4	NA	NA	NA	NA	NA	notdissected	notdissected	NA	NA	NA
WAL056	Walen	Limmat	Alpine	28.11.17	175955	375	771	NA	4	NA	NA	NA	NA	NA	notdissected	notdissected	NA	NA	NA
WAL057	Walen	Limmat	Alpine	28.11.17	175956	299	342	NA	5	NA	NA	NA	NA	NA	notdissected	notdissected	NA	NA	NA
WAL058	Walen	Limmat	Alpine	28.11.17	175957	389	706	NA	5	NA	NA	NA	NA	NA	notdissected	notdissected	NA	NA	NA
WAL059	Walen	Limmat	Alpine	28.11.17	175958	323	482	NA	5	NA	NA	NA	NA	NA	notdissected	notdissected	NA	NA	NA
WAL060	Walen	Limmat	Alpine	28.11.17	175959	346	523	NA	5	NA	NA	NA	NA	NA	notdissected	notdissected	NA	NA	NA
WAL061	Walen	Limmat	Alpine	28.11.17	175960	383	752	NA	5	NA	NA	NA	NA	NA	notdissected	notdissected	NA	NA	NA
WAL062	Walen	Limmat	Alpine	28.11.17	175961	408	775	NA	5	NA	NA	NA	NA	NA	notdissected	notdissected	NA	NA	NA
WAL063	Walen	Limmat	Alpine	28.11.17	175962	320	487	NA	4	NA	NA	NA	NA	NA	notdissected	notdissected	NA	NA	NA
WAL064	Walen	Limmat	Alpine	28.11.17	175963	340	544	NA	4	NA	NA	NA	NA	NA	notdissected	notdissected	NA	NA	NA
WAL065	Walen	Limmat	Alpine	28.11.17	175964	333	512	NA	5	NA	NA	NA	NA	NA	notdissected	notdissected	NA	NA	NA
WAL066	Walen	Limmat	Alpine	28.11.17	175965	395	694	NA	7	NA	NA	NA	NA	NA	notdissected	notdissected	NA	NA	NA
WAL067	Walen	Limmat	Alpine	28.11.17	175966	340	538	NA	5	NA	NA	NA	NA	NA	notdissected	notdissected	NA	NA	NA
WAL068	Walen	Limmat	Alpine	29.11.17	175967	418	994	NA	10	NA	NA	NA	NA	NA	notdissected	notdissected	NA	NA	NA
WAL069	Walen	Limmat	Alpine	29.11.17	175968	320	393	NA	4	NA	NA	NA	NA	NA	notdissected	notdissected	NA	NA	NA
WAL070	Walen	Limmat	Alpine	29.11.17	175969	379	739	NA	4	NA	NA	NA	NA	NA	notdissected	notdissected	NA	NA	NA
WAL071	Walen	Limmat	Alpine	29.11.17	175970	396	778	NA	6	NA	NA	NA	NA	NA	notdissected	notdissected	NA	NA	NA
WAL072	Walen	Limmat	Alpine	29.11.17	175971	383	748	NA	6	NA	NA	NA	NA	NA	notdissected	notdissected	NA	NA	NA
WAL073	Walen	Limmat	Alpine	29.11.17	175972	381	830	NA	5	NA	NA	NA	NA	NA	notdissected	notdissected	NA	NA	NA
WAL074	Walen	Limmat	Alpine	29.11.17	175973	344	477	NA	4	NA	NA	NA	NA	NA	notdissected	notdissected	NA	NA	NA
WAL075	Walen	Limmat	Alpine	29.11.17	175974	401	717	NA	6	NA	NA	NA	NA	NA	notdissected	notdissected	NA	NA	NA
WAL076	Walen	Limmat	Alpine	29.11.17	175975	379	658	NA	5	NA	NA	NA	NA	NA	notdissected	notdissected	NA	NA	NA
WAL077	Walen	Limmat	Alpine	29.11.17	175976	335	503	NA	4	NA	NA	NA	NA	NA	C.duplex	C.duplex	NA	NA	NA
WAL078	Walen	Limmat	Alpine	29.11.17	175977	346	496	M	4	2	6	25.01.18	frozen	NA	C.duplex	C.duplex	3.06	-31.7	8.22
WAL079	Walen	Limmat	Alpine	29.11.17	175978	314	396	M	3	2	4	16.01.18	frozen	short	C.duplex	C.duplex	2.98	-31.82	6.8
WAL080	Walen	Limmat	Alpine	29.11.17	175979	360	512	M	3	2	6	26.01.18	frozen	short	C.duplex	C.duplex	2.98	-31.15	9.07
WAL081	Walen	Limmat	Alpine	29.11.17	175980	388	685	M	5	2	6	16.01.18	frozen	short	C.duplex	C.duplex	2.95	-31.06	9.73
WAL082	Walen	Limmat	Alpine	29.11.17	175981	383	626	M	4	2	6	01.12.17	fresh	short	C.duplex	C.duplex	3	-30.73	8.47
WAL083	Walen	Limmat	Alpine	29.11.17	175982	375	636	M	4	1	5	26.01.18	frozen	short	C.duplex	C.duplex	2.98	-30.83	8.28
WAL084	Walen	Limmat	Alpine	29.11.17	175983	330	377	F	4	2	6	01.12.17	fresh	short	C.duplex	C.duplex	3.05	-31.65	6.77
WAL085	Walen	Limmat	Alpine	29.11.17	175984	382	644	F	6	1	6	NA	NA	NA	C.duplex	C.duplex	NA	NA	NA
WAL086	Walen	Limmat	Alpine	29.11.17	175985	342	438	M	5	2	6	26.01.18	frozen	short	C.duplex	C.duplex	3.06	-30.65	7.87
WAL087	Walen	Limmat	Alpine	29.11.17	175986	341	469	NA	4	2	6	NA	NA	NA	C.duplex	C.duplex	NA	NA	NA
WAL088	Walen	Limmat	Alpine	29.11.17	175987	323	375	M	4	2	6	16.01.18	frozen	short	C.duplex	C.duplex	3.02	-31.25	8.28
WAL089	Walen	Limmat	Alpine	29.11.17	175988	309	358	M	3	2	6	25.01.18	frozen	short	C.duplex	C.duplex	3	-31.68	7.51
175600	Zürichsee	Limmat	Alpine	13.12.17	175600	240	134	M	3	2	6	17.05.19	frozen	NA	C.zuerichensis	C.zuerichensis	3.17	-31.58	14.8
175601	Zürichsee	Limmat	Alpine	13.12.17	175601	226	135	F	1	2	6	20.05.19	frozen	NA	C.zuerichensis	C.zuerichensis	3.15	-31.32	14.9
175602	Zürichsee	Limmat	Alpine	13.12.17	175602	217	97	M	1	2	6	16.05.19	frozen	NA	C.heglingus	C.heglingus	3.18	-31.07	15.54
175603	Zürichsee	Limmat	Alpine	13.12.17	175603	227	111	M	3	2	6	20.05.19	frozen	NA	C.zuerichensis	C.zuerichensis	3.16	-31.63	14.59
175604	Zürichsee	Limmat	Alpine	13.12.17	175604	217	106	M	2	2	6	15.05.19	frozen	NA	C.zuerichensis	C.zuerichensis	3.34	-31.59	15.12
175605	Zürichsee	Limmat	Alpine	13.12.17	175605	249	155	M	3	2	5	22.05.19	frozen	NA	C.zuerichensis	C.zuerichensis	3.16	-31.98	15.06
175606	Zürichsee	Limmat	Alpine	13.12.17	175606	221	99	M	2	1	6	15.01.18	frozen	NA	C.zuerichensis	C.zuerichensis	3.14	-31.42	14.44
175607	Zürichsee	Limmat	Alpine	13.12.17	175607	233	108	M	1	2	6	22.05.19	frozen	NA	C.zuerichensis	C.zuerichensis	3.12	-31.33	15.3
175608	Zürichsee	Limmat	Alpine	13.12.17	175608	220	91	M	3	2	6	22.05.19	frozen	NA	C.zuerichensis	C.zuerichensis	3.15	-31.57	15.71
175609	Zürichsee	Limmat	Alpine	13.12.17	175609	236	124	F	2	2	6	17.05.19	frozen	NA	C.heglingus	C.heglingus	3.12	-32.05	14.81
175610	Zürichsee	Limmat	Alpine	13.12.17	175610	230	101	F	2	2	6	27.05.19	frozen	NA	C.zuerichensis	C.zuerichensis	3.15	-31.33	14.58
175611	Zürichsee	Limmat	Alpine	13.12.17	175611	230	105	M	2	2	5	21.05.19	frozen	NA	C.zuerichensis	C.zuerichensis	3.17	-31.36	15.49
175612	Zürichsee	Limmat	Alpine	13.12.17	175612	241	114	M	2	2	6	23.05.19	frozen	NA	C.zuerichensis	C.zuerichensis	3.22	-31.86	14.62
175613	Zürichsee	Limmat	Alpine	13.12.17	175613	241	115	F	3	2	6	16.05.19	frozen	NA	C.zuerichensis	C.zuerichensis	3.1	-31.66	14.94
175614	Zürichsee	Limmat	Alpine	13.12.17	175614	245	125	M	2	2	6	22.05.19	frozen	NA	C.zuerichensis	C.zuerichensis	3.16	-31.82	15.02
175615	Zürichsee	Limmat	Alpine	13.12.17	175615	231	155	F	2	2	5	28.05.19	frozen	NA	C.heglingus	C.heglingus	3.21	-31.51	14.79
175616	Zürichsee	Limmat	Alpine	13.12.17	175616	251	180	F	2	2	5	28.05.19	frozen	NA	C.heglingus	C.heglingus	3.15	-32.29	14.82
175617	Zürichsee	Limmat	Alpine	13.12.17	175617	255	174	M	3	2	6	28.05.19	frozen	NA	C.zuerichensis	C.zuerichensis	3.24	-31.77	14.96
175618	Zürichsee	Limmat	Alpine	13.12.17	175618	270	170	M	4	2	5	21.05.19	frozen	NA	C.heglingus	C.heglingus	3.17	-31.9	15.19
175619	Zürichsee	Limmat	Alpine	13.12.17	175619	240	135	M	2	2	6	23.05.19	frozen	NA	C.zuerichensis	C.zuerichensis	3.34	-32.04	14.94
175620	Zürichsee	Limmat	Alpine	13.12.17	175620	244	167	F	3	1	5	23.05.19	frozen	NA	C.zuerichensis	C.zuerichensis	3.11	-31.66	14.47
175621	Zürichsee	Limmat	Alpine	13.12.17	175621	246	125	F	4	2	6	24.05.19	frozen	NA	C.zuerichensis	C.zuerichensis	3.12	-31.85	14.9
175622	Zürichsee	Limmat	Alpine	13.12.17	175622	255	150	M	2	2	6	22.05.19	frozen	NA	C.zuerichensis	C.zuerichensis	3.13	-31.86	14.47
175623	Zürichsee	Limmat	Alpine	13.12.17	175623	214	75	M	2	1	6	22.05.19	frozen	NA	C.zuerichensis	C.zuerichensis	3.16	-31.09	15.54
175624	Zürichsee	Limmat	Alpine	13.12.17	175624	220	100	M	2	2	6	24.05.19	frozen	NA	C.zuerichensis	C.zuerichensis	3.25	-31.78	15.02
175625	Zürichsee	Limmat	Alpine	13.12.17	175625	250	160	M	3	2	5	29.05.19	frozen	NA	C.zuerichensis	C.zuerichensis	3.2	-31.9	14.82
175626	Zürichsee	Limmat	Alpine	13.12.17	175626	239	158	F	3	1	5	NA	NA	NA	C.zuerichensis	C.zuerichensis	3.12	-31.72	14.85
175627	Zürichsee	Limmat	Alpine	13.12.17	175627	252	155	M	2	1	6	NA	NA	NA	C.zuerichensis	C.zuerichensis	3.29	-31.99	15.17
175628	Zürichsee	Limmat	Alpine	13.12.17	175628	250	155	M	2	2	5	NA	NA	NA	C.heglingus	C.heglingus	3.24	-31.85	14.98
175629	Zürichsee	Limmat	Alpine	13.12.17	175629	225	127	M	2	2	6	29.05.19	frozen	NA	C.zuerichensis	C.zuerichensis	3.24	-31.71	15.14
175630	Zürichsee	Limmat	Alpine	13.12.17	175630	245	164	M	3	2	6	31.05.19	frozen	NA	C.zuerichensis	C.zuerichensis	3.15	-32.06	15.1
175631	Zürichsee	Limmat	Alpine	13.12.17	175631	249	168	F	2	2	6	NA	NA	NA	C.heglingus	C.heglingus	3.24	-32.08	15.05
175632	Zürichsee	Limmat	Alpine	13.12.17	175632	252	173	F	2	1	6	NA	NA	NA	C.heglingus	C.heglingus	3.1	-32.09	14.61
175633	Zürichsee	Limmat	Alpine	13.12.17	175633	220	107	M	1	2	6	NA	NA	NA	C.zuerichensis	C.zuerichensis	3.2	-31.06	15.95
175634	Zürichsee	Limmat	Alpine	13.12.17	175634	238	136	M	2	2	6	NA	NA	NA	C.zuerichensis	C.zuerichensis	3.16	-31.99	15.28
175635	Zürichsee	Limmat	Alpine	13.12.17	175635	250	150	M	3	2	6	24.05.19	frozen	NA	C.heglingus	C.heglingus	3.08	-31.77	15.67
175636	Zürichsee	Limmat	Alpine	13.12.17	175636	250	164	M	2	2	6	31.05.19	frozen	NA	C.heglingus	C.heglingus	3.2	-31.95	14.88
175637	Zürichsee	Limmat	Alpine	13.12.17	175637	251	161	M	3	2	6	NA	NA	NA	C.zuerichensis	C.zuerichensis	3.23	-31.94	15.28
175638	Zürichsee	Limmat	Alpine	13.12.17	175638	415	794	M	5	2	6	19.06.19	frozen	NA	C.duplex	C.duplex	3.17	-32.67	14.63
175639	Zürichsee	Limmat	Alpine	13.12.17	175639	425	855	F	5	1	6	15.12.17	fresh	NA	C.duplex	C.duplex	3.11	-33.31	14.78
175640	Zürichsee	Limmat	Alpine	13.12.17	175640	382	580	F	6	1	6	15.12.18	fresh	NA	C.duplex	C.duplex	3.11	-32.72	14.72
175641	Zürichsee	Limmat	Alpine	13.12.17	175641	399	768	M	4	1	5	NA	NA	NA	C.duplex	C.duplex	3.26	-32.52	13.87
175642	Zürichsee	Limmat	Alpine	13.12.17	175642	345	443	F	2	1	6	18.06.19	frozen	NA	C.duplex	C.duplex	3.09	-32.98	13.7
175643	Zürichsee	Limmat	Alpine	13.12.17	175643	317	318	F	3	2	6	17.06.19	frozen	NA	C.duplex	C.duplex	3.12	-31.61	14.78
175644	Zürichsee	Limmat	Alpine	13.12.17	175644	330	395	F	2	2	6	13.06.19	frozen	NA	C.duplex	C.duplex	3.09	-32.59	14.28
175645	Zürichsee	Limmat	Alpine	13.12.17	175645	312	317	F	2	2	6	14.06.19	frozen	NA	C.duplex	C.duplex	3.14	-31.87	14.47
175646	Zürichsee	Limmat	Alpine	13.12.17	175646	340	414	F	2	2	6	13.06.19	frozen	NA	C.duplex	C.duplex	3.14	-32.04	14.12
175647	Zürichsee	Limmat	Alpine	13.12.17	175647	312	340	F	2	2	6	14.06.19	frozen	NA	C.duplex	C.duplex	3.16	-32	14.4
175648	Zürichsee	Limmat	Alpine	19.12.17	175648	453	1850	F	8	NA	NA	22.01.19	frozen	NA	C.duplex	C.duplex	3.15	-32.7	13.75
175649	Zürichsee	Limmat	Alpine	19.12.17	175649	437	1034	F	6	NA	NA	29.01.19	frozen	NA	C.duplex	C.duplex	3.15	-32.73	13.58
ZUR001	Zürichsee	Limmat	Alpine	20.12.17	NA	342	423	F	2	NA	NA	11.06.19	frozen	NA	C.duplex	C.duplex	3.12	-32.24	13.94
ZUR002	Zürichsee	Limmat	Alpine	20.12.17	NA	406	780	F	5	NA	NA	18.06.19	frozen	NA	C.duplex	C.duplex	3.17	-33.24	14.15
ZUR003	Zürichsee	Limmat	Alpine	20.12.17	NA	387	666	F	7	NA	NA	19.06.19	frozen	NA	C.duplex	C.duplex	3.15	-32.2	14.87
ZUR004	Zürichsee	Limmat	Alpine	20.12.17	NA	NA	470	NA	NA	NA	NA	NA	NA	NA	notdissected	notdissected	NA	NA	NA
ZUR005	Zürichsee	Limmat	Alpine	20.12.17	NA	301	330	F	2	NA	NA	07.06.19	frozen	NA	C.duplex	C.duplex	3.24	-31.72	14.19
ZUR006	Zürichsee	Limmat	Alpine	20.12.17	NA	NA	641	NA	NA	NA	NA	NA	NA	NA	notdissected	notdissected	NA	NA	NA
ZUR007	Zürichsee	Limmat	Alpine	20.12.17	NA	294	272	F	2	NA	NA	04.06.19	frozen	NA	C.duplex	C.duplex	3.27	-32.39	13.62
ZUR008	Zürichsee	Limmat	Alpine	20.12.17	NA	434	988	F	5	NA	NA	12.06.19	frozen	NA	C.duplex	C.duplex	3.18	-33.35	14.53
ZUR009	Zürichsee	Limmat	Alpine	20.12.17	NA	333	507	F	3	NA	NA	12.06.19	frozen	NA	C.duplex	C.duplex	3.18	-32.13	14.16
ZUR010	Zürichsee	Limmat	Alpine	20.12.17	NA	264	236	M	2	NA	NA	05.06.19	frozen	NA	C.duplex	C.duplex	3.23	-30.96	14.83
ZUR011	Zürichsee	Limmat	Alpine	20.12.17	NA	330	426	F	3	NA	NA	07.06.19	frozen	NA	C.duplex	C.duplex	3.23	-32.22	14.24
ZUR012	Zürichsee	Limmat	Alpine	20.12.17	NA	412	965	F	6	NA	NA	17.06.19	frozen	NA	C.duplex	C.duplex	3.16	-32.83	15.44
ZUR013	Zürichsee	Limmat	Alpine	20.12.17	NA	321	391	F	2	NA	NA	04.06.19	frozen	NA	C.duplex	C.duplex	3.11	-32.01	14.24
ZUR014	Zürichsee	Limmat	Alpine	20.12.17	NA	416	955	F	5	NA	NA	12.06.19	frozen	NA	C.duplex	C.duplex	3.41	-33.29	13.79
ZUR015	Zürichsee	Limmat	Alpine	20.12.17	NA	NA	537	NA	NA	NA	NA	NA	NA	NA	notdissected	notdissected	NA	NA	NA
ZUR016	Zürichsee	Limmat	Alpine	20.12.17	NA	NA	786	NA	NA	NA	NA	NA	NA	NA	notdissected	notdissected	NA	NA	NA
ZUR017	Zürichsee	Limmat	Alpine	20.12.17	NA	312	391	F	4	NA	NA	11.06.19	frozen	NA	C.duplex	C.duplex	3.22	-31.99	14.91
ZUR018	Zürichsee	Limmat	Alpine	20.12.17	NA	422	890	F	5	NA	NA	12.06.19	frozen	NA	C.duplex	C.duplex	3.12	-32.99	14.16
ZUR019	Zürichsee	Limmat	Alpine	20.12.17	NA	NA	431	NA	NA	NA	NA	NA	NA	NA	notdissected	notdissected	NA	NA	NA
ZUR020	Zürichsee	Limmat	Alpine	20.12.17	NA	NA	544	NA	NA	NA	NA	NA	NA	NA	notdissected	notdissected	NA	NA	NA
ZUR021	Zürichsee	Limmat	Alpine	20.12.17	NA	NA	498	NA	NA	NA	NA	NA	NA	NA	notdissected	notdissected	NA	NA	NA
ZUR022	Zürichsee	Limmat	Alpine	20.12.17	NA	NA	466	NA	NA	NA	NA	NA	NA	NA	notdissected	notdissected	NA	NA	NA
BIE001	Bienne	Aare	Alpine	31.08.17	NA	238	145	F	3	NA	NA	15.10.19	frozen	NA	Pale	C.palaea	3.31	-32.56	16.32
BIE002	Bienne	Aare	Alpine	31.08.17	NA	255	188	F	3	NA	NA	08.05.19	frozen	NA	Bondelle	C.confusus	3.4	-32.19	17.57
BIE003	Bienne	Aare	Alpine	31.08.17	NA	275	239	M	4	NA	NA	23.01.19	frozen	NA	Bondelle	C.confusus	3.24	-31.76	17.19
BIE004	Bienne	Aare	Alpine	31.08.17	NA	280	218	M	5	NA	NA	14.04.19	frozen	NA	Bondelle	C.confusus	3.51	-32.25	16.43
BIE005	Bienne	Aare	Alpine	31.08.17	NA	285	240	F	4	NA	NA	13.05.19	frozen	NA	Bondelle	C.confusus	3.26	-31.62	16.57
BIE006	Bienne	Aare	Alpine	31.08.17	NA	270	199	F	4	NA	NA	15.01.19	frozen	NA	Bondelle	C.confusus	3.44	-32.62	17.77
BIE007	Bienne	Aare	Alpine	31.08.17	NA	270	254	F	4	NA	NA	30.01.19	frozen	NA	Bondelle	C.confusus	3.28	-32.44	17.31
BIE008	Bienne	Aare	Alpine	31.08.17	NA	270	203	F	4	NA	NA	02.05.19	frozen	NA	Bondelle	C.confusus	3.58	-32.47	17.27
BIE009	Bienne	Aare	Alpine	31.08.17	NA	250	NA	NA	NA	NA	NA	NA	frozen	NA	Bondelle	C.confusus	NA	NA	NA
BIE010	Bienne	Aare	Alpine	31.08.17	NA	250	NA	NA	NA	NA	NA	NA	frozen	NA	Bondelle	C.confusus	NA	NA	NA
BIE011	Bienne	Aare	Alpine	31.08.17	NA	255	NA	NA	NA	NA	NA	NA	frozen	NA	Bondelle	C.confusus	NA	NA	NA
BIE012	Bienne	Aare	Alpine	31.08.17	NA	270	NA	NA	NA	NA	NA	NA	frozen	NA	Bondelle	C.confusus	NA	NA	NA
BIE013	Bienne	Aare	Alpine	31.08.17	NA	295	NA	NA	NA	NA	NA	NA	frozen	NA	Bondelle	C.confusus	NA	NA	NA
